epoch,train_loss,train_dice,val_loss,val_dice,lat_norm2
513,0.063519,0.9590,0.485896,0.7575,1.7496
514,0.063100,0.9592,0.467640,0.7619,1.6923
515,0.067966,0.9557,0.466631,0.7646,1.6052
516,0.063702,0.9587,0.459676,0.7659,1.9205
517,0.066704,0.9570,0.499517,0.7519,1.7205
518,0.069528,0.9547,0.436606,0.7731,1.8919
519,0.068450,0.9552,0.492653,0.7613,2.0401
520,0.067246,0.9562,0.449828,0.7677,1.9563
521,0.069135,0.9549,0.494599,0.7586,1.9028
522,0.070171,0.9543,0.523052,0.7482,1.9050
523,0.071030,0.9539,0.425574,0.7751,1.9602
524,0.073241,0.9525,0.613040,0.7363,1.8378
525,0.077597,0.9491,0.516296,0.7531,1.7172
526,0.076498,0.9503,0.523717,0.7521,1.8830
527,0.086492,0.9440,0.443666,0.7693,1.9432
528,0.081693,0.9471,0.711134,0.7101,1.9125
529,0.115618,0.9277,0.478428,0.7553,1.9992
530,0.113449,0.9278,0.483252,0.7511,1.9150
531,0.121110,0.9213,0.429413,0.7638,2.0298
532,0.101112,0.9331,0.432319,0.7672,1.8441
533,0.080970,0.9470,0.428595,0.7688,1.9891
534,0.072754,0.9531,0.474951,0.7545,2.0037
535,0.064884,0.9583,0.476957,0.7541,1.8072
536,0.063310,0.9594,0.439378,0.7687,1.8176
537,0.067507,0.9561,0.517284,0.7484,1.8849
538,0.072094,0.9533,0.528013,0.7471,1.8887
539,0.077413,0.9501,0.570772,0.7396,1.8266
540,0.082054,0.9471,0.509484,0.7544,1.9744
541,0.078585,0.9494,0.431957,0.7706,1.6580
542,0.073144,0.9527,0.481226,0.7574,1.7672
543,0.068014,0.9563,0.484435,0.7591,2.0718
544,0.065130,0.9581,0.509853,0.7521,1.6161
545,0.078535,0.9490,0.484350,0.7587,1.6986
546,0.075269,0.9512,0.524070,0.7498,1.8183
547,0.074532,0.9522,0.535064,0.7453,1.5875
548,0.074207,0.9516,0.423777,0.7748,1.8217
549,0.086338,0.9438,0.496137,0.7553,2.0964
550,0.074675,0.9513,0.543664,0.7435,2.0316
551,0.073089,0.9523,0.515038,0.7478,1.9852
552,0.065824,0.9575,0.526125,0.7476,1.9404
553,0.063700,0.9591,0.521777,0.7488,1.7864
554,0.062713,0.9597,0.521206,0.7489,1.9263
555,0.064147,0.9586,0.559523,0.7442,1.8307
556,0.064658,0.9581,0.425429,0.7742,1.9109
557,0.065763,0.9572,0.474667,0.7634,1.7976
558,0.065283,0.9576,0.521020,0.7465,1.8544
559,0.065126,0.9578,0.451972,0.7696,1.8880
560,0.066520,0.9567,0.482163,0.7598,1.9228
561,0.066236,0.9569,0.521556,0.7513,1.9768
562,0.067191,0.9564,0.507015,0.7548,1.8198
563,0.070393,0.9538,0.528669,0.7527,1.6900
564,0.065200,0.9576,0.508046,0.7582,2.1713
565,0.063118,0.9588,0.531348,0.7507,1.7217
566,0.060163,0.9612,0.506079,0.7580,1.8321
567,0.061102,0.9605,0.460376,0.7692,1.8842
568,0.059757,0.9614,0.481988,0.7613,1.8638
569,0.064182,0.9584,0.469382,0.7677,1.9369
570,0.073472,0.9524,0.552985,0.7501,2.0480
571,0.078421,0.9491,0.506723,0.7528,1.8625
572,0.071926,0.9530,0.533283,0.7485,2.0384
573,0.076574,0.9502,0.416952,0.7790,1.9943
574,0.088772,0.9422,0.446274,0.7721,2.0331
575,0.098010,0.9372,0.604941,0.7368,1.9078
576,0.095686,0.9385,0.503518,0.7549,1.8785
577,0.080118,0.9476,0.477038,0.7629,1.7630
578,0.067595,0.9565,0.507545,0.7526,1.7720
579,0.089802,0.9432,0.410416,0.7763,2.0152
580,0.071968,0.9537,0.450669,0.7634,2.0062
581,0.067831,0.9564,0.425650,0.7747,1.9114
582,0.067216,0.9566,0.458598,0.7632,1.9429
583,0.068052,0.9560,0.414113,0.7801,1.8991
584,0.076788,0.9505,0.464082,0.7650,1.9337
585,0.075961,0.9502,0.468668,0.7627,1.8280
586,0.075385,0.9507,0.483289,0.7606,1.8213
587,0.067578,0.9556,0.437112,0.7667,2.1806
588,0.065075,0.9578,0.472777,0.7603,1.9949
589,0.081957,0.9470,0.477852,0.7621,2.0354
590,0.078448,0.9491,0.515172,0.7543,2.2608
591,0.070923,0.9538,0.534996,0.7494,1.8577
592,0.065853,0.9572,0.480442,0.7610,2.0144
593,0.065587,0.9573,0.455421,0.7676,1.8643
594,0.063450,0.9589,0.486256,0.7580,1.8239
595,0.063524,0.9591,0.484299,0.7614,1.9795
596,0.061850,0.9600,0.450201,0.7688,1.8341
597,0.065522,0.9574,0.533159,0.7497,1.9148
598,0.069187,0.9552,0.540810,0.7465,2.0042
599,0.077621,0.9505,0.469312,0.7643,1.8270
600,0.069025,0.9555,0.464633,0.7655,1.9356
601,0.076079,0.9508,0.420612,0.7756,1.9222
602,0.096366,0.9381,0.495135,0.7533,1.7929
603,0.090024,0.9414,0.665088,0.7143,2.2834
604,0.118605,0.9254,0.597206,0.7313,2.0211
605,0.084780,0.9452,0.561632,0.7377,1.8916
606,0.068815,0.9560,0.476166,0.7561,1.8435
607,0.064850,0.9585,0.434172,0.7700,1.8234
608,0.070959,0.9544,0.492711,0.7520,1.8196
609,0.061699,0.9604,0.519496,0.7497,1.9241
610,0.061627,0.9605,0.424100,0.7758,1.9325
611,0.069543,0.9547,0.485281,0.7598,1.9986
612,0.081819,0.9468,0.457193,0.7667,1.9924
613,0.071137,0.9533,0.524385,0.7512,2.0308
614,0.067503,0.9560,0.493092,0.7588,1.7647
615,0.060094,0.9614,0.486152,0.7576,1.8085
616,0.061722,0.9597,0.492023,0.7594,1.8280
617,0.059536,0.9613,0.490192,0.7606,1.9644
618,0.058515,0.9624,0.506955,0.7547,1.7239
619,0.061377,0.9604,0.516012,0.7566,1.7532
620,0.061499,0.9603,0.497826,0.7609,1.9307
621,0.062714,0.9595,0.484908,0.7631,1.8423
622,0.064708,0.9582,0.476045,0.7668,1.8592
623,0.069953,0.9544,0.567365,0.7474,1.6291
624,0.069857,0.9540,0.550737,0.7520,2.0692
625,0.068571,0.9554,0.504349,0.7577,1.9163
626,0.069541,0.9547,0.453431,0.7702,2.1824
627,0.076447,0.9505,0.434964,0.7729,1.9356
628,0.077834,0.9499,0.548249,0.7468,1.9654
629,0.075419,0.9521,0.513941,0.7557,2.0676
630,0.068054,0.9562,0.484745,0.7614,1.8947
631,0.069524,0.9549,0.443800,0.7729,1.7888
632,0.063895,0.9584,0.518579,0.7540,2.1404
633,0.065473,0.9578,0.460047,0.7718,2.1062
634,0.063513,0.9589,0.501766,0.7557,2.1972
635,0.062275,0.9597,0.482870,0.7608,1.8185
636,0.060516,0.9607,0.491984,0.7593,1.9970
637,0.064256,0.9579,0.483189,0.7608,1.9585
638,0.070408,0.9542,0.547810,0.7487,1.7605
639,0.075797,0.9510,0.444403,0.7690,1.8742
640,0.081522,0.9483,0.429352,0.7736,1.9432
641,0.114502,0.9293,0.593228,0.7341,1.8145
642,0.099833,0.9359,0.510742,0.7488,2.1776
643,0.082634,0.9464,0.459760,0.7604,1.9743
644,0.076873,0.9498,0.586474,0.7355,2.1805
645,0.083872,0.9458,0.459632,0.7665,1.8090
646,0.071279,0.9538,0.478793,0.7576,2.0548
647,0.063882,0.9586,0.493662,0.7528,1.9492
648,0.060822,0.9611,0.496995,0.7550,2.0399
649,0.058943,0.9623,0.504431,0.7555,2.1195
650,0.060818,0.9603,0.546217,0.7501,1.9046
651,0.062166,0.9597,0.453200,0.7703,2.1726
652,0.062785,0.9589,0.496133,0.7614,1.6559
653,0.062011,0.9600,0.547475,0.7530,1.7012
654,0.059775,0.9610,0.546252,0.7505,2.2181
655,0.058852,0.9619,0.469969,0.7650,1.7125
656,0.066000,0.9571,0.515819,0.7616,1.8717
657,0.074316,0.9523,0.473940,0.7621,1.9240
658,0.075372,0.9516,0.494740,0.7604,2.0744
659,0.071887,0.9537,0.490108,0.7618,1.8473
660,0.075415,0.9512,0.606300,0.7388,1.9071
661,0.093616,0.9413,0.570165,0.7394,2.1525
662,0.100973,0.9371,0.474778,0.7590,1.8468
663,0.109803,0.9329,0.441186,0.7644,1.7922
664,0.081881,0.9469,0.558540,0.7387,1.8193
665,0.074743,0.9519,0.455924,0.7593,2.0038
666,0.070563,0.9543,0.464796,0.7567,2.2355
667,0.066368,0.9566,0.472546,0.7600,1.8410
668,0.061329,0.9602,0.485444,0.7606,1.8558
669,0.063098,0.9590,0.437437,0.7733,1.8317
670,0.059833,0.9614,0.509500,0.7528,1.6247
671,0.059699,0.9616,0.461162,0.7662,1.7818
672,0.063293,0.9588,0.476245,0.7659,1.9447
673,0.064669,0.9574,0.503609,0.7572,1.8350
674,0.065698,0.9570,0.481431,0.7605,1.8713
675,0.065308,0.9579,0.648312,0.7287,1.8227
676,0.064582,0.9579,0.447908,0.7729,1.9307
677,0.073925,0.9520,0.446641,0.7708,1.8091
678,0.082181,0.9467,0.558282,0.7451,2.0248
679,0.093344,0.9408,0.430527,0.7762,1.9978
680,0.091504,0.9415,0.492348,0.7567,2.3099
681,0.066242,0.9574,0.445425,0.7661,1.8526
682,0.070088,0.9544,0.549304,0.7463,1.9461
683,0.083131,0.9464,0.491835,0.7578,1.7574
684,0.105097,0.9331,0.495140,0.7517,2.1228
685,0.080474,0.9477,0.526492,0.7475,1.9693
686,0.064790,0.9582,0.467556,0.7629,1.9199
687,0.064098,0.9587,0.438543,0.7714,1.8740
688,0.061582,0.9605,0.451680,0.7685,1.6217
689,0.059843,0.9618,0.465988,0.7627,1.7718
690,0.060219,0.9614,0.473303,0.7650,2.1689
691,0.059932,0.9616,0.494831,0.7586,1.8095
692,0.060304,0.9612,0.499052,0.7591,1.9414
693,0.060102,0.9609,0.505834,0.7574,1.9797
694,0.064139,0.9583,0.509820,0.7596,1.8850
695,0.060000,0.9611,0.487531,0.7635,1.8348
696,0.058422,0.9622,0.528320,0.7508,1.8549
697,0.058167,0.9625,0.468660,0.7721,1.8602
698,0.057763,0.9626,0.478744,0.7693,1.8925
699,0.060989,0.9600,0.540889,0.7532,1.8259
700,0.061418,0.9597,0.503585,0.7589,2.2716
701,0.065974,0.9570,0.598015,0.7406,2.0750
702,0.077838,0.9500,0.475744,0.7672,2.0638
703,0.071231,0.9540,0.493573,0.7563,1.8345
704,0.074929,0.9518,0.489692,0.7587,1.8383
705,0.072883,0.9528,0.517964,0.7572,1.8713
706,0.069914,0.9554,0.451597,0.7696,1.9321
707,0.066933,0.9564,0.528472,0.7565,1.8134
708,0.078868,0.9489,0.551130,0.7495,1.9844
709,0.077412,0.9499,0.471426,0.7640,2.0361
710,0.083757,0.9464,0.564662,0.7419,1.8918
711,0.070812,0.9543,0.454510,0.7642,1.9318
712,0.066923,0.9565,0.513289,0.7524,2.0030
713,0.062320,0.9597,0.584391,0.7405,2.0763
714,0.060057,0.9614,0.526876,0.7559,1.8279
715,0.058539,0.9621,0.493484,0.7629,1.8316
716,0.056828,0.9634,0.532999,0.7513,1.9772
717,0.058070,0.9626,0.523402,0.7569,1.8035
718,0.059333,0.9615,0.580998,0.7453,1.7457
719,0.072358,0.9528,0.464976,0.7674,1.9130
720,0.070140,0.9546,0.604406,0.7380,1.9484
721,0.066954,0.9560,0.574332,0.7446,1.7712
722,0.058916,0.9619,0.504286,0.7549,1.8010
723,0.057538,0.9626,0.527011,0.7563,1.9587
724,0.062081,0.9599,0.485648,0.7640,1.7709
725,0.061026,0.9605,0.547899,0.7541,1.8433
726,0.063181,0.9593,0.451857,0.7727,1.9709
727,0.073086,0.9524,0.522572,0.7535,2.1364
728,0.071363,0.9533,0.545779,0.7514,1.9761
729,0.063708,0.9587,0.537946,0.7563,1.7235
730,0.059279,0.9617,0.544981,0.7499,1.9884
731,0.062600,0.9595,0.555747,0.7502,1.9523
732,0.062148,0.9594,0.562452,0.7498,1.7859
733,0.059188,0.9615,0.522746,0.7589,2.0676
734,0.062030,0.9599,0.438372,0.7788,1.9406
735,0.066868,0.9569,0.487145,0.7634,1.9914
736,0.067854,0.9561,0.495638,0.7605,2.0837
737,0.064300,0.9581,0.495341,0.7607,1.9653
738,0.068583,0.9557,0.472096,0.7687,1.8273
739,0.068311,0.9557,0.599716,0.7376,2.0536
740,0.063087,0.9594,0.470237,0.7644,1.9564
741,0.069980,0.9543,0.586017,0.7435,1.8413
742,0.061034,0.9604,0.481047,0.7632,2.1151
743,0.065337,0.9581,0.512069,0.7573,1.8381
744,0.067070,0.9563,0.512837,0.7580,1.9740
745,0.065283,0.9577,0.488315,0.7594,1.8403
746,0.065392,0.9575,0.444651,0.7798,2.0380
747,0.066877,0.9570,0.489957,0.7658,1.8611
748,0.064423,0.9587,0.546448,0.7509,1.9445
749,0.066607,0.9573,0.572266,0.7460,2.1338
750,0.065061,0.9579,0.639837,0.7344,1.9809
751,0.079680,0.9494,0.535589,0.7535,1.9325
752,0.080033,0.9488,0.459423,0.7659,2.0718
753,0.068403,0.9555,0.519045,0.7549,1.8638
754,0.066686,0.9562,0.515276,0.7561,2.1266
755,0.061180,0.9602,0.500574,0.7578,1.9907
756,0.060448,0.9605,0.533665,0.7523,1.8213
757,0.058468,0.9619,0.489347,0.7644,2.0279
758,0.061012,0.9601,0.581032,0.7440,1.9099
759,0.062840,0.9592,0.498428,0.7610,1.9798
760,0.065042,0.9579,0.534548,0.7520,1.9849
761,0.058074,0.9624,0.551632,0.7510,1.8709
762,0.059895,0.9612,0.583575,0.7446,1.8455
763,0.062706,0.9594,0.543605,0.7535,1.8928
764,0.061804,0.9604,0.536293,0.7552,1.9989
765,0.063416,0.9588,0.577714,0.7450,1.8582
766,0.081882,0.9473,0.504713,0.7588,2.1403
767,0.067307,0.9560,0.556792,0.7490,1.7791
768,0.072252,0.9530,0.636598,0.7292,2.2729
769,0.067587,0.9564,0.492466,0.7637,2.2532
770,0.064374,0.9576,0.496619,0.7608,1.8732
771,0.066074,0.9570,0.475628,0.7662,2.1431
772,0.069697,0.9549,0.518373,0.7570,1.7374
773,0.062846,0.9588,0.550760,0.7478,1.8656
774,0.064549,0.9581,0.532097,0.7548,2.1007
775,0.059372,0.9615,0.500956,0.7625,1.7345
776,0.066135,0.9574,0.451605,0.7712,2.0798
777,0.063578,0.9587,0.466294,0.7670,1.9613
778,0.060551,0.9612,0.514677,0.7600,1.8889
779,0.062299,0.9596,0.459957,0.7763,2.2542
780,0.062021,0.9598,0.568667,0.7475,1.8676
781,0.068021,0.9556,0.570683,0.7472,1.8070
782,0.070555,0.9547,0.546617,0.7537,1.8845
783,0.071923,0.9534,0.519636,0.7594,2.0350
784,0.063841,0.9584,0.556668,0.7465,1.7952
785,0.068266,0.9553,0.514195,0.7620,1.7321
786,0.057702,0.9627,0.543308,0.7553,2.0210
787,0.059212,0.9618,0.475521,0.7688,2.1314
788,0.056835,0.9632,0.519188,0.7590,1.9091
789,0.056969,0.9628,0.573062,0.7449,1.9779
790,0.054991,0.9644,0.492698,0.7679,2.0089
791,0.058821,0.9613,0.523236,0.7604,1.8564
792,0.061433,0.9599,0.568083,0.7510,1.8413
793,0.065102,0.9573,0.524726,0.7581,1.9951
794,0.063305,0.9588,0.502661,0.7627,2.0072
795,0.063415,0.9590,0.568208,0.7520,2.1397
796,0.078806,0.9502,0.562391,0.7495,1.9406
797,0.068347,0.9555,0.498390,0.7664,1.8706
798,0.066312,0.9566,0.486291,0.7637,2.0052
799,0.060343,0.9606,0.487473,0.7669,1.9494
800,0.056545,0.9634,0.512068,0.7599,1.9021
801,0.060945,0.9602,0.500721,0.7656,1.9083
802,0.057978,0.9623,0.546232,0.7563,2.0700
803,0.062804,0.9594,0.482334,0.7640,2.1353
804,0.061438,0.9602,0.505463,0.7611,1.9545
805,0.058554,0.9622,0.635797,0.7376,1.9201
806,0.056371,0.9635,0.524682,0.7595,2.0231
807,0.068674,0.9556,0.489967,0.7657,1.9522
808,0.074651,0.9522,0.479591,0.7612,2.3074
809,0.073615,0.9525,0.564552,0.7464,1.8823
810,0.062077,0.9595,0.553906,0.7506,2.1697
811,0.060895,0.9603,0.599250,0.7413,1.9080
812,0.063288,0.9586,0.552651,0.7494,2.0462
813,0.066461,0.9562,0.619310,0.7408,1.9273
814,0.057480,0.9626,0.609245,0.7427,2.2076
815,0.054171,0.9650,0.545736,0.7550,1.9041
816,0.055356,0.9640,0.547824,0.7560,1.7761
817,0.061544,0.9592,0.575224,0.7562,2.1648
818,0.064736,0.9582,0.645777,0.7361,1.7576
819,0.062705,0.9585,0.553887,0.7524,2.0317
820,0.057812,0.9624,0.553860,0.7546,1.9064
821,0.058220,0.9621,0.535275,0.7556,1.8493
822,0.059163,0.9610,0.546037,0.7581,1.7187
823,0.054770,0.9642,0.573985,0.7493,1.8176
824,0.051807,0.9666,0.579119,0.7494,1.9523
825,0.054170,0.9648,0.540351,0.7569,1.9815
826,0.055661,0.9640,0.538943,0.7578,2.0135
827,0.064392,0.9579,0.481176,0.7675,1.8961
828,0.066722,0.9568,0.509015,0.7611,2.2090
829,0.064706,0.9577,0.502365,0.7670,1.9442
830,0.056541,0.9633,0.551488,0.7559,1.7758
831,0.059226,0.9615,0.518605,0.7585,1.9322
832,0.068769,0.9561,0.558308,0.7542,1.8487
833,0.069997,0.9553,0.461901,0.7721,1.9824
834,0.065923,0.9570,0.564933,0.7533,1.7403
835,0.066189,0.9569,0.547081,0.7575,1.8573
836,0.063941,0.9584,0.503874,0.7608,2.2002
837,0.061356,0.9601,0.570880,0.7500,1.9332
838,0.059195,0.9612,0.562526,0.7527,2.0908
839,0.057311,0.9628,0.574641,0.7483,1.8632
840,0.055503,0.9639,0.575041,0.7526,2.0653
841,0.065331,0.9577,0.514008,0.7590,1.8613
842,0.059185,0.9614,0.522317,0.7580,1.9260
843,0.067158,0.9565,0.723042,0.7266,2.1956
844,0.091318,0.9433,0.582642,0.7466,2.2949
845,0.082429,0.9480,0.676381,0.7287,1.8162
846,0.082559,0.9473,0.576011,0.7441,2.0554
847,0.072004,0.9527,0.623192,0.7325,2.1059
848,0.080759,0.9477,0.554209,0.7459,1.8985
849,0.078578,0.9485,0.493904,0.7591,1.9477
850,0.077560,0.9500,0.475473,0.7627,1.8872
851,0.070634,0.9542,0.508061,0.7565,1.9441
852,0.069821,0.9546,0.552018,0.7445,1.7806
853,0.068488,0.9549,0.536768,0.7559,1.8019
854,0.061216,0.9601,0.487445,0.7619,1.8958
855,0.058146,0.9624,0.547764,0.7531,1.7566
856,0.058260,0.9619,0.556723,0.7518,1.9248
857,0.056248,0.9632,0.523255,0.7574,1.9444
858,0.054936,0.9644,0.528377,0.7597,2.1250
859,0.056080,0.9632,0.535136,0.7540,1.7238
860,0.058558,0.9615,0.541656,0.7538,1.8004
861,0.056403,0.9631,0.533818,0.7581,1.8480
862,0.055710,0.9640,0.527199,0.7611,2.0605
863,0.053866,0.9648,0.498261,0.7668,2.3472
864,0.057018,0.9627,0.552261,0.7536,2.2438
865,0.054810,0.9643,0.540517,0.7573,2.0450
866,0.054249,0.9649,0.556660,0.7552,2.0360
867,0.059352,0.9617,0.608210,0.7471,2.0540
868,0.058417,0.9620,0.598025,0.7489,2.0519
869,0.056687,0.9632,0.492941,0.7688,1.9783
870,0.060990,0.9602,0.578333,0.7512,2.1727
871,0.068195,0.9563,0.522563,0.7581,2.0090
872,0.062733,0.9596,0.643738,0.7415,2.1000
873,0.071306,0.9550,0.674234,0.7305,2.3798
874,0.072407,0.9538,0.517488,0.7557,1.9550
875,0.075503,0.9517,0.469522,0.7736,2.2250
876,0.083995,0.9461,0.450003,0.7705,1.9229
877,0.082880,0.9462,0.470601,0.7644,2.0606
878,0.072893,0.9526,0.527057,0.7532,2.0171
879,0.070744,0.9537,0.558416,0.7489,1.9200
880,0.065849,0.9572,0.578608,0.7425,2.1975
881,0.062932,0.9591,0.567913,0.7501,1.8324
882,0.059554,0.9615,0.593693,0.7464,2.1113
883,0.064007,0.9589,0.510478,0.7602,1.9625
884,0.058829,0.9619,0.507683,0.7605,1.7217
885,0.052051,0.9667,0.564099,0.7505,2.0982
886,0.054671,0.9649,0.627875,0.7421,1.8635
887,0.059661,0.9619,0.522339,0.7595,1.8419
888,0.057476,0.9629,0.583839,0.7505,2.0664
889,0.054310,0.9651,0.522766,0.7609,1.9551
890,0.054663,0.9647,0.516602,0.7622,2.0705
891,0.052355,0.9663,0.583596,0.7495,2.0023
892,0.050502,0.9677,0.541196,0.7572,2.0783
893,0.052959,0.9658,0.573977,0.7508,1.9147
894,0.054587,0.9645,0.612315,0.7413,1.9827
895,0.056263,0.9635,0.556558,0.7578,2.0187
896,0.054794,0.9643,0.566748,0.7569,2.3855
897,0.052038,0.9662,0.556023,0.7571,2.0432
898,0.054874,0.9639,0.528266,0.7615,1.8629
899,0.066119,0.9565,0.599922,0.7452,1.9707
900,0.075115,0.9513,0.543591,0.7561,1.9963
901,0.072037,0.9538,0.560681,0.7533,1.8080
902,0.063609,0.9583,0.605405,0.7460,2.0312
903,0.058452,0.9621,0.542490,0.7568,2.0433
904,0.059582,0.9613,0.570836,0.7517,2.0936
905,0.057453,0.9626,0.497942,0.7663,1.9662
906,0.058203,0.9622,0.507567,0.7613,2.0338
907,0.060864,0.9603,0.518251,0.7594,2.1724
908,0.063238,0.9591,0.571382,0.7508,1.9503
909,0.058285,0.9622,0.565236,0.7551,2.2063
910,0.055344,0.9641,0.516293,0.7632,2.1115
911,0.052881,0.9657,0.541175,0.7580,1.9328
912,0.052510,0.9662,0.598565,0.7488,2.1554
913,0.053562,0.9654,0.580376,0.7518,2.1175
914,0.058945,0.9615,0.609957,0.7488,2.2676
915,0.061061,0.9605,0.558026,0.7585,2.1249
916,0.071626,0.9534,0.632876,0.7439,2.0389
917,0.069580,0.9550,0.565873,0.7514,2.2221
918,0.067878,0.9563,0.515615,0.7595,2.0891
919,0.057162,0.9630,0.524765,0.7633,2.1751
920,0.055019,0.9642,0.595329,0.7487,1.9712
921,0.061374,0.9603,0.507305,0.7636,1.9848
922,0.072219,0.9546,0.621910,0.7425,1.8929
923,0.069539,0.9559,0.473904,0.7695,2.1647
924,0.095052,0.9412,0.426450,0.7801,2.1539
925,0.081906,0.9480,0.460833,0.7671,1.9467
926,0.078420,0.9492,0.665530,0.7243,2.1500
927,0.067076,0.9565,0.549933,0.7488,1.9740
928,0.058206,0.9627,0.503501,0.7622,2.1130
929,0.056061,0.9640,0.480811,0.7693,1.9985
930,0.051339,0.9673,0.513047,0.7605,2.0364
931,0.052159,0.9667,0.504973,0.7648,2.1172
932,0.056748,0.9635,0.636809,0.7394,1.9704
933,0.056442,0.9634,0.462810,0.7748,1.9170
934,0.055121,0.9644,0.552781,0.7557,1.9666
935,0.050047,0.9679,0.538392,0.7569,1.9025
936,0.049809,0.9680,0.522128,0.7616,2.0178
937,0.055551,0.9641,0.594882,0.7510,1.9199
938,0.058305,0.9620,0.541583,0.7592,2.0541
939,0.057279,0.9628,0.550810,0.7570,2.0094
940,0.054951,0.9641,0.589058,0.7500,2.1653
941,0.052967,0.9655,0.511473,0.7677,1.8028
942,0.056615,0.9633,0.565008,0.7570,1.7821
943,0.056027,0.9637,0.582407,0.7543,1.8640
944,0.058762,0.9619,0.631624,0.7421,2.1646
945,0.067917,0.9562,0.545754,0.7552,1.8940
946,0.067620,0.9562,0.593090,0.7451,1.9676
947,0.067167,0.9559,0.518659,0.7626,1.9089
948,0.061429,0.9600,0.513768,0.7644,2.1190
949,0.053387,0.9656,0.552015,0.7550,1.9016
950,0.051490,0.9670,0.512933,0.7637,2.1084
951,0.049064,0.9687,0.509218,0.7659,2.1063
952,0.050413,0.9675,0.588439,0.7511,1.8287
953,0.053154,0.9655,0.598108,0.7507,1.9129
954,0.056532,0.9630,0.522924,0.7648,1.8691
955,0.053266,0.9654,0.526411,0.7631,2.1134
956,0.053755,0.9653,0.563350,0.7547,1.9714
957,0.055440,0.9640,0.576752,0.7579,2.0182
958,0.056403,0.9634,0.548530,0.7595,2.0581
959,0.061481,0.9602,0.542519,0.7571,1.9534
960,0.059875,0.9613,0.548594,0.7603,2.3876
961,0.059514,0.9619,0.584046,0.7519,1.9189
962,0.058119,0.9622,0.479390,0.7748,1.8618
963,0.067672,0.9570,0.755397,0.7238,2.0482
964,0.062763,0.9597,0.586677,0.7521,2.3382
965,0.055243,0.9640,0.563811,0.7552,2.0841
966,0.056706,0.9629,0.544819,0.7567,1.9085
967,0.056547,0.9630,0.591190,0.7517,1.9405
968,0.059088,0.9613,0.522589,0.7655,2.2108
969,0.059169,0.9614,0.514093,0.7630,2.2140
970,0.059579,0.9609,0.552406,0.7577,1.9388
971,0.073987,0.9523,0.589043,0.7492,2.2821
972,0.067428,0.9560,0.520060,0.7618,2.2781
973,0.058013,0.9625,0.584824,0.7536,2.1721
974,0.053247,0.9657,0.592062,0.7502,2.1604
975,0.062021,0.9599,0.582920,0.7511,1.8014
976,0.085968,0.9452,0.760219,0.7179,2.1492
977,0.086494,0.9445,0.503602,0.7607,1.7194
978,0.074869,0.9506,0.676439,0.7284,1.8084
979,0.077135,0.9497,0.556729,0.7578,1.9990
980,0.058816,0.9618,0.513449,0.7614,1.7232
981,0.050673,0.9677,0.589521,0.7518,2.2208
982,0.052178,0.9666,0.551116,0.7605,2.0479
983,0.054153,0.9647,0.549534,0.7523,1.8941
984,0.054775,0.9646,0.603261,0.7465,1.9831
985,0.052724,0.9659,0.558870,0.7583,2.1687
986,0.050611,0.9674,0.553922,0.7590,1.8587
987,0.057384,0.9627,0.630970,0.7478,2.1910
988,0.055756,0.9637,0.539901,0.7623,1.9975
989,0.052325,0.9661,0.596729,0.7496,2.1817
990,0.054527,0.9649,0.566906,0.7553,1.8869
991,0.057350,0.9627,0.652782,0.7412,1.7742
992,0.056277,0.9635,0.609446,0.7476,2.0183
993,0.052776,0.9656,0.544503,0.7622,1.9638
994,0.052511,0.9662,0.593842,0.7503,2.2293
995,0.056974,0.9632,0.614525,0.7496,1.7710
996,0.061769,0.9600,0.727592,0.7299,2.0211
997,0.068600,0.9562,0.594941,0.7513,1.8544
998,0.058301,0.9618,0.513980,0.7625,1.9790
999,0.055696,0.9637,0.616567,0.7458,1.8780
1000,0.066707,0.9574,0.507352,0.7644,1.8973
1001,0.078219,0.9504,0.521262,0.7581,1.9790
1002,0.113466,0.9329,0.708018,0.7223,2.1678
1003,0.071335,0.9541,0.510407,0.7580,1.9124
1004,0.061169,0.9604,0.528710,0.7595,1.9909
1005,0.053037,0.9661,0.534855,0.7567,2.0189
1006,0.052852,0.9657,0.529676,0.7592,2.1644
1007,0.050344,0.9678,0.601363,0.7455,1.8130
1008,0.051546,0.9670,0.556809,0.7574,2.0323
1009,0.052992,0.9659,0.580626,0.7511,1.7528
1010,0.063284,0.9588,0.617492,0.7496,1.9338
1011,0.074170,0.9518,0.656793,0.7334,2.1057
1012,0.073871,0.9523,0.540548,0.7573,1.9711
1013,0.072511,0.9531,0.583085,0.7485,1.9996
1014,0.065646,0.9573,0.546691,0.7586,1.7881
1015,0.055545,0.9642,0.534891,0.7570,1.9449
1016,0.059936,0.9610,0.530276,0.7603,1.8489
1017,0.060984,0.9601,0.542847,0.7563,1.8364
1018,0.057196,0.9625,0.573416,0.7554,2.3648
1019,0.058453,0.9618,0.523250,0.7648,2.1850
1020,0.056562,0.9636,0.556905,0.7551,1.9574
1021,0.063336,0.9588,0.562883,0.7595,1.8835
1022,0.069805,0.9549,0.486434,0.7694,1.7830
1023,0.075686,0.9516,0.564987,0.7526,2.1476
1024,0.063823,0.9586,0.577256,0.7513,1.9092
1025,0.076476,0.9507,0.615311,0.7418,2.2280
1026,0.061772,0.9594,0.480666,0.7664,2.0000
1027,0.079245,0.9490,0.603551,0.7423,2.3767
1028,0.089962,0.9436,0.458008,0.7715,1.8862
