epoch,train_loss,train_dice,val_loss,val_dice,lat_norm2
1029,0.085047,0.9455,0.654750,0.7293,1.7861
1030,0.084128,0.9469,0.462734,0.7667,2.0367
1031,0.063110,0.9594,0.526404,0.7549,2.1785
1032,0.057441,0.9631,0.556041,0.7527,2.0691
1033,0.051723,0.9673,0.570377,0.7513,1.8411
1034,0.050427,0.9679,0.518426,0.7642,1.7910
1035,0.052719,0.9658,0.546815,0.7562,2.1683
1036,0.050143,0.9676,0.595979,0.7483,2.4706
1037,0.051721,0.9665,0.561257,0.7566,1.9777
1038,0.054366,0.9647,0.503112,0.7635,1.8082
1039,0.053747,0.9654,0.555476,0.7547,1.9937
1040,0.053951,0.9648,0.592719,0.7536,1.8148
1041,0.053615,0.9652,0.569226,0.7552,1.8208
1042,0.050349,0.9675,0.586424,0.7547,1.9504
1043,0.049960,0.9679,0.589980,0.7510,2.1146
1044,0.050368,0.9676,0.567498,0.7582,1.9728
1045,0.060867,0.9611,0.517799,0.7633,2.0691
1046,0.054318,0.9651,0.587479,0.7532,2.1540
1047,0.054342,0.9648,0.599682,0.7476,1.8544
1048,0.053668,0.9649,0.602446,0.7506,2.1166
1049,0.056168,0.9633,0.559197,0.7615,1.8601
1050,0.053968,0.9649,0.603673,0.7506,2.1010
1051,0.056998,0.9634,0.556055,0.7591,1.8746
1052,0.066126,0.9581,0.511396,0.7639,1.8419
1053,0.070851,0.9551,0.625273,0.7416,2.1034
1054,0.070761,0.9548,0.491646,0.7651,2.2449
1055,0.078025,0.9502,0.561441,0.7535,1.9708
1056,0.068281,0.9554,0.614143,0.7446,2.1053
1057,0.069160,0.9550,0.580962,0.7515,1.9587
1058,0.062213,0.9593,0.460593,0.7757,1.7919
1059,0.087331,0.9436,0.627254,0.7405,2.0906
1060,0.080419,0.9467,0.475140,0.7674,1.8137
1061,0.065534,0.9565,0.538507,0.7570,2.1816
1062,0.054627,0.9645,0.563713,0.7541,2.0150
1063,0.050968,0.9673,0.524711,0.7624,1.8239
1064,0.051824,0.9664,0.579285,0.7503,1.9836
1065,0.059259,0.9612,0.491407,0.7693,1.8572
1066,0.057286,0.9628,0.602128,0.7507,1.8494
1067,0.052613,0.9659,0.572928,0.7531,2.1439
1068,0.054011,0.9653,0.583978,0.7533,1.9245
1069,0.058681,0.9617,0.574556,0.7523,1.9153
1070,0.074382,0.9520,0.525802,0.7587,1.9010
1071,0.092921,0.9426,0.677503,0.7360,1.8038
1072,0.087660,0.9447,0.540731,0.7512,1.9441
1073,0.071951,0.9536,0.474982,0.7709,1.9986
1074,0.093204,0.9409,0.486834,0.7630,2.2229
1075,0.086697,0.9451,0.661209,0.7257,1.9379
1076,0.070635,0.9544,0.609489,0.7383,2.2982
1077,0.063876,0.9585,0.512542,0.7585,1.8985
1078,0.066816,0.9564,0.557799,0.7518,2.0977
1079,0.057959,0.9627,0.485967,0.7667,1.9040
1080,0.052093,0.9666,0.558178,0.7542,2.1021
1081,0.050745,0.9673,0.576707,0.7526,1.9474
1082,0.048501,0.9689,0.548649,0.7590,2.0466
1083,0.051061,0.9673,0.570322,0.7539,2.0402
1084,0.050781,0.9673,0.549679,0.7594,2.2068
1085,0.052188,0.9663,0.588496,0.7478,2.0425
1086,0.049934,0.9679,0.575032,0.7552,1.7942
1087,0.047921,0.9692,0.595508,0.7525,2.0066
1088,0.049891,0.9679,0.586927,0.7541,1.8344
1089,0.049439,0.9681,0.587464,0.7558,2.1892
1090,0.049260,0.9683,0.622387,0.7439,2.1590
1091,0.051282,0.9669,0.630743,0.7494,2.0943
1092,0.055694,0.9640,0.531817,0.7611,2.0558
1093,0.055438,0.9640,0.610538,0.7537,2.2059
1094,0.054315,0.9645,0.577948,0.7552,1.9876
1095,0.049307,0.9683,0.561218,0.7577,2.2228
1096,0.051542,0.9667,0.600687,0.7522,1.7333
1097,0.051077,0.9666,0.536423,0.7642,2.0697
1098,0.054222,0.9647,0.535646,0.7636,1.9801
1099,0.055744,0.9640,0.571253,0.7538,2.0558
1100,0.056439,0.9635,0.515866,0.7686,2.3646
1101,0.062687,0.9596,0.693864,0.7377,2.2751
1102,0.061759,0.9600,0.542937,0.7609,1.9775
1103,0.058775,0.9620,0.520477,0.7716,2.2567
1104,0.058596,0.9622,0.532352,0.7614,2.0418
1105,0.053506,0.9654,0.536643,0.7599,2.0683
1106,0.049177,0.9685,0.541155,0.7633,1.9613
1107,0.048583,0.9688,0.557919,0.7583,2.3032
1108,0.051434,0.9664,0.584555,0.7540,2.2677
1109,0.051611,0.9661,0.588418,0.7532,2.1127
1110,0.052902,0.9652,0.552944,0.7630,1.8677
1111,0.053298,0.9650,0.578059,0.7582,1.9929
1112,0.050717,0.9668,0.572966,0.7567,2.3166
1113,0.056900,0.9622,0.573360,0.7568,1.8837
1114,0.051810,0.9663,0.610407,0.7541,1.6933
1115,0.054925,0.9643,0.567418,0.7550,2.2638
1116,0.053717,0.9649,0.587746,0.7537,1.9928
1117,0.063083,0.9587,0.584463,0.7522,1.7882
1118,0.068086,0.9566,0.496068,0.7680,1.9852
1119,0.070100,0.9554,0.644830,0.7400,2.0891
1120,0.073220,0.9535,0.525774,0.7581,1.8577
1121,0.065937,0.9576,0.615728,0.7513,2.0615
1122,0.062421,0.9599,0.616734,0.7491,2.4220
1123,0.063238,0.9589,0.538167,0.7587,2.1326
1124,0.057407,0.9625,0.560689,0.7541,2.2279
1125,0.057615,0.9624,0.599198,0.7557,1.9697
1126,0.053751,0.9652,0.564453,0.7588,1.8782
1127,0.049859,0.9678,0.579868,0.7545,2.0962
1128,0.051777,0.9663,0.537001,0.7644,1.9832
1129,0.055420,0.9639,0.595739,0.7552,1.9725
1130,0.050019,0.9676,0.554428,0.7623,1.8326
1131,0.051627,0.9665,0.652384,0.7462,2.0582
1132,0.061583,0.9601,0.600493,0.7494,2.1207
1133,0.059811,0.9613,0.599491,0.7539,1.9662
1134,0.067294,0.9571,0.594530,0.7567,2.2798
1135,0.074852,0.9524,0.569980,0.7565,2.4108
1136,0.060871,0.9606,0.499986,0.7646,2.3159
1137,0.059700,0.9612,0.621051,0.7473,2.0362
1138,0.063742,0.9589,0.549582,0.7533,1.9657
1139,0.063023,0.9594,0.506075,0.7681,2.2403
1140,0.057372,0.9629,0.519852,0.7636,2.0043
1141,0.053473,0.9659,0.549723,0.7587,2.2147
1142,0.051936,0.9666,0.547552,0.7614,1.8710
1143,0.053233,0.9659,0.497006,0.7691,1.9128
1144,0.055434,0.9644,0.527741,0.7651,1.8206
1145,0.078816,0.9508,0.464252,0.7755,1.9403
1146,0.074956,0.9524,0.564649,0.7557,1.8427
1147,0.067927,0.9562,0.504612,0.7619,2.0533
1148,0.066157,0.9564,0.582261,0.7478,2.0570
1149,0.063057,0.9591,0.490891,0.7683,2.2353
1150,0.053006,0.9658,0.567305,0.7566,1.9740
1151,0.052016,0.9663,0.601316,0.7487,2.1274
1152,0.047760,0.9692,0.580207,0.7525,1.8940
1153,0.048342,0.9686,0.564927,0.7592,1.9086
1154,0.046577,0.9700,0.558132,0.7606,1.8044
1155,0.048406,0.9690,0.646503,0.7473,1.8675
1156,0.056342,0.9635,0.525620,0.7649,2.1241
1157,0.054418,0.9644,0.605441,0.7508,2.0788
1158,0.055778,0.9639,0.690480,0.7357,1.8675
1159,0.059772,0.9610,0.602803,0.7519,1.9898
1160,0.059464,0.9608,0.510560,0.7686,1.8677
1161,0.062920,0.9591,0.540064,0.7605,2.1830
1162,0.068842,0.9558,0.501706,0.7684,1.8413
1163,0.072976,0.9537,0.553914,0.7573,1.9422
1164,0.062434,0.9595,0.604486,0.7481,2.0820
1165,0.057424,0.9628,0.571874,0.7549,1.9193
1166,0.051380,0.9667,0.529285,0.7681,2.0091
1167,0.050437,0.9677,0.550261,0.7631,1.8692
1168,0.050934,0.9671,0.590005,0.7497,2.0936
1169,0.050458,0.9672,0.637319,0.7454,2.2598
1170,0.055117,0.9638,0.579971,0.7561,1.9895
1171,0.056290,0.9630,0.702442,0.7332,1.7713
1172,0.053603,0.9649,0.609348,0.7509,1.8839
1173,0.053934,0.9649,0.703290,0.7341,1.9018
1174,0.059289,0.9616,0.579250,0.7567,2.0064
1175,0.061591,0.9601,0.561639,0.7588,2.0436
1176,0.053805,0.9652,0.558089,0.7619,1.8784
1177,0.051290,0.9668,0.620948,0.7490,1.8803
1178,0.053408,0.9654,0.557629,0.7624,2.2077
1179,0.055522,0.9638,0.561035,0.7618,2.0673
1180,0.052640,0.9658,0.591208,0.7554,2.1075
1181,0.058828,0.9621,0.560605,0.7629,2.0595
1182,0.079346,0.9502,0.598802,0.7474,1.9361
1183,0.068409,0.9556,0.558271,0.7580,1.8442
1184,0.058879,0.9617,0.547134,0.7562,2.1848
1185,0.063691,0.9582,0.529543,0.7614,1.9733
1186,0.059012,0.9609,0.626641,0.7427,2.2590
1187,0.053949,0.9644,0.598527,0.7489,2.3559
1188,0.049830,0.9678,0.592747,0.7495,2.0944
1189,0.046891,0.9697,0.568569,0.7577,1.9279
1190,0.046319,0.9702,0.597602,0.7546,2.3887
1191,0.048408,0.9687,0.605497,0.7517,2.0458
1192,0.047992,0.9691,0.627384,0.7495,2.1873
1193,0.047627,0.9692,0.609206,0.7544,1.9956
1194,0.049662,0.9675,0.636269,0.7464,2.1201
1195,0.049887,0.9676,0.598212,0.7558,2.1571
1196,0.049258,0.9683,0.568517,0.7572,2.3022
1197,0.051842,0.9660,0.597788,0.7558,1.8735
1198,0.050990,0.9665,0.558299,0.7601,2.0936
1199,0.054976,0.9644,0.644514,0.7504,2.3166
1200,0.056829,0.9634,0.589848,0.7575,2.1681
1201,0.053176,0.9655,0.671428,0.7428,2.3438
1202,0.054555,0.9646,0.603686,0.7559,2.0999
1203,0.053204,0.9656,0.549828,0.7618,2.3021
1204,0.050614,0.9673,0.577871,0.7597,2.0905
1205,0.049422,0.9682,0.579903,0.7615,1.8708
1206,0.048424,0.9688,0.625752,0.7514,2.3166
1207,0.059406,0.9619,0.482949,0.7803,2.1518
1208,0.073578,0.9533,0.532971,0.7620,1.8866
1209,0.055874,0.9636,0.588659,0.7553,2.0872
1210,0.051586,0.9668,0.560422,0.7632,2.0334
1211,0.053167,0.9657,0.572022,0.7617,2.1839
1212,0.056861,0.9634,0.658273,0.7446,2.0238
1213,0.053806,0.9650,0.524496,0.7664,2.1542
1214,0.053487,0.9652,0.640330,0.7439,2.0318
1215,0.050338,0.9670,0.569951,0.7621,2.1753
1216,0.050949,0.9668,0.595836,0.7583,1.9659
1217,0.054041,0.9646,0.596648,0.7564,2.0769
1218,0.051660,0.9665,0.661084,0.7443,1.8382
1219,0.049247,0.9680,0.576494,0.7590,2.2142
1220,0.050952,0.9672,0.546925,0.7650,2.3210
1221,0.051372,0.9667,0.611625,0.7554,2.0747
1222,0.046369,0.9702,0.618345,0.7519,2.0094
1223,0.046424,0.9702,0.566188,0.7631,2.0831
1224,0.049748,0.9679,0.664851,0.7478,1.9336
1225,0.055047,0.9645,0.592760,0.7537,2.3451
1226,0.058776,0.9624,0.532191,0.7662,2.0525
1227,0.053022,0.9659,0.549474,0.7623,1.9267
1228,0.060051,0.9614,0.647876,0.7479,1.9973
1229,0.068898,0.9557,0.489595,0.7746,1.9782
1230,0.071126,0.9535,0.589615,0.7530,1.9820
1231,0.066159,0.9577,0.673746,0.7375,1.9567
1232,0.054804,0.9645,0.560038,0.7612,2.0524
1233,0.049372,0.9683,0.548589,0.7623,1.8191
1234,0.046236,0.9703,0.593964,0.7554,1.8132
1235,0.044478,0.9715,0.565731,0.7626,1.9462
1236,0.045675,0.9704,0.608786,0.7541,2.1185
1237,0.047981,0.9688,0.567976,0.7636,1.9403
1238,0.047443,0.9694,0.567418,0.7644,2.0579
1239,0.047598,0.9691,0.618290,0.7525,2.0304
1240,0.047685,0.9691,0.610367,0.7585,2.1514
1241,0.048672,0.9683,0.637400,0.7514,1.9074
1242,0.048827,0.9685,0.606254,0.7531,2.1951
1243,0.047972,0.9688,0.609423,0.7554,2.1759
1244,0.055398,0.9642,0.555215,0.7653,2.1861
1245,0.056295,0.9633,0.631597,0.7518,1.8730
1246,0.055771,0.9639,0.608364,0.7563,2.4304
1247,0.054782,0.9645,0.553000,0.7645,2.0932
1248,0.066767,0.9569,0.508494,0.7694,2.1978
1249,0.062356,0.9593,0.559369,0.7627,1.9355
1250,0.052666,0.9657,0.581663,0.7605,2.0789
1251,0.054210,0.9648,0.533035,0.7685,1.8295
1252,0.063007,0.9598,0.628828,0.7491,2.2960
1253,0.061214,0.9605,0.554633,0.7582,2.3135
1254,0.062235,0.9596,0.559469,0.7591,2.0421
1255,0.057851,0.9624,0.568890,0.7591,1.9216
1256,0.068547,0.9557,0.488396,0.7706,1.6989
1257,0.081301,0.9482,0.478503,0.7854,1.8142
1258,0.068047,0.9560,0.549339,0.7587,2.0296
1259,0.059497,0.9615,0.541688,0.7632,2.1297
1260,0.063837,0.9590,0.643903,0.7406,2.2464
1261,0.061634,0.9602,0.592892,0.7525,1.8754
1262,0.054222,0.9648,0.551933,0.7626,2.1277
1263,0.052166,0.9663,0.623641,0.7490,2.4536
1264,0.052741,0.9657,0.661922,0.7412,2.2796
1265,0.049713,0.9681,0.571769,0.7582,2.1042
1266,0.047259,0.9696,0.590372,0.7571,1.9484
1267,0.047970,0.9693,0.610621,0.7545,2.1317
1268,0.054745,0.9646,0.502115,0.7708,1.8981
1269,0.061486,0.9601,0.539814,0.7646,2.0830
1270,0.058062,0.9621,0.561098,0.7631,2.1359
1271,0.067018,0.9563,0.522385,0.7692,2.0630
1272,0.060156,0.9609,0.602213,0.7538,2.2343
1273,0.053186,0.9654,0.543707,0.7609,2.2924
1274,0.050249,0.9674,0.623610,0.7513,2.0692
1275,0.052571,0.9657,0.591631,0.7563,2.0884
1276,0.051254,0.9671,0.529407,0.7688,2.2535
1277,0.045441,0.9709,0.593009,0.7557,2.1213
1278,0.044668,0.9713,0.649403,0.7470,2.0711
1279,0.044804,0.9711,0.594809,0.7554,1.9169
1280,0.043474,0.9721,0.579043,0.7596,2.2328
1281,0.044037,0.9716,0.573718,0.7613,1.9263
1282,0.045447,0.9707,0.644701,0.7486,1.9379
1283,0.048465,0.9685,0.592625,0.7597,1.8472
1284,0.048823,0.9684,0.665304,0.7487,2.0503
1285,0.054081,0.9644,0.537302,0.7687,2.0589
1286,0.058380,0.9623,0.689710,0.7440,2.2921
1287,0.053347,0.9655,0.573795,0.7607,2.1245
1288,0.058607,0.9622,0.563533,0.7583,2.3535
1289,0.069227,0.9558,0.612320,0.7490,2.1453
1290,0.055770,0.9637,0.565326,0.7611,1.9795
1291,0.055225,0.9642,0.647788,0.7485,2.0307
1292,0.051273,0.9664,0.617204,0.7524,2.0490
1293,0.050075,0.9672,0.620778,0.7524,2.1126
1294,0.047147,0.9694,0.554665,0.7662,2.0046
1295,0.045319,0.9707,0.602756,0.7576,1.9706
1296,0.045276,0.9708,0.599731,0.7576,2.2767
1297,0.044913,0.9711,0.649091,0.7502,2.1645
1298,0.050518,0.9673,0.549930,0.7680,2.4553
1299,0.059369,0.9621,0.730271,0.7328,2.2344
1300,0.071631,0.9554,0.558340,0.7638,1.9995
1301,0.069773,0.9556,0.604510,0.7505,1.9310
1302,0.054381,0.9651,0.578979,0.7571,2.0093
1303,0.062784,0.9603,0.614088,0.7527,2.0191
1304,0.068915,0.9565,0.635130,0.7451,2.0194
1305,0.053174,0.9656,0.534231,0.7634,2.1810
1306,0.048575,0.9689,0.575670,0.7623,2.4208
1307,0.050873,0.9671,0.581569,0.7606,2.1030
1308,0.046135,0.9703,0.622198,0.7528,2.1808
1309,0.047067,0.9694,0.605196,0.7575,2.0046
1310,0.048300,0.9687,0.643776,0.7490,2.0834
1311,0.049632,0.9675,0.593378,0.7574,2.0636
1312,0.048529,0.9683,0.633702,0.7549,2.2438
1313,0.050332,0.9672,0.582067,0.7629,2.2394
1314,0.049383,0.9679,0.648063,0.7473,2.0245
1315,0.047260,0.9692,0.567806,0.7662,2.1180
1316,0.052108,0.9659,0.647524,0.7521,2.1120
1317,0.053067,0.9653,0.639461,0.7541,2.3313
1318,0.051817,0.9662,0.662493,0.7474,2.0257
1319,0.051011,0.9668,0.669040,0.7475,2.2500
1320,0.049894,0.9678,0.592522,0.7613,2.0367
1321,0.054165,0.9648,0.554411,0.7665,2.0782
1322,0.059236,0.9618,0.657873,0.7487,2.1426
1323,0.058073,0.9621,0.589471,0.7587,2.2652
1324,0.057700,0.9626,0.710318,0.7379,2.1468
1325,0.067905,0.9568,0.673358,0.7418,2.1220
1326,0.077185,0.9521,0.638484,0.7480,2.1850
1327,0.065185,0.9584,0.577434,0.7563,1.9510
1328,0.054840,0.9648,0.707800,0.7343,2.0952
1329,0.058479,0.9620,0.560250,0.7612,1.9304
1330,0.057805,0.9624,0.555963,0.7635,2.0773
1331,0.052950,0.9654,0.587517,0.7588,1.7451
1332,0.054009,0.9645,0.518308,0.7683,2.1208
1333,0.059303,0.9611,0.524190,0.7665,2.0346
1334,0.051302,0.9665,0.570402,0.7626,1.9816
1335,0.051224,0.9665,0.551558,0.7630,1.7256
1336,0.051601,0.9662,0.635551,0.7500,2.0165
1337,0.050861,0.9669,0.597660,0.7574,2.4294
1338,0.051948,0.9661,0.632729,0.7520,1.8836
1339,0.056472,0.9639,0.628079,0.7494,2.0739
1340,0.057307,0.9630,0.683799,0.7437,2.1433
1341,0.059205,0.9618,0.626551,0.7505,2.0471
1342,0.061089,0.9602,0.662431,0.7401,1.9839
1343,0.067358,0.9563,0.646739,0.7476,1.8124
1344,0.065461,0.9568,0.707129,0.7341,2.1942
1345,0.065198,0.9585,0.594767,0.7555,2.0884
1346,0.071242,0.9552,0.568922,0.7521,2.1214
1347,0.056782,0.9631,0.638496,0.7435,1.9185
1348,0.064577,0.9583,0.527393,0.7663,1.9343
1349,0.067152,0.9564,0.628353,0.7463,2.1397
1350,0.055850,0.9638,0.553271,0.7594,2.0926
1351,0.052600,0.9659,0.556517,0.7612,2.2532
1352,0.055247,0.9641,0.574344,0.7568,1.7555
1353,0.055613,0.9640,0.591221,0.7558,2.0479
1354,0.049256,0.9682,0.615885,0.7528,1.9589
1355,0.046823,0.9699,0.581170,0.7588,2.1889
1356,0.044145,0.9719,0.570727,0.7627,2.1516
1357,0.045204,0.9710,0.649395,0.7495,2.3418
1358,0.053937,0.9648,0.628931,0.7562,2.0168
1359,0.050666,0.9672,0.588268,0.7572,2.4710
1360,0.047647,0.9692,0.562059,0.7649,2.0938
1361,0.046649,0.9701,0.615996,0.7573,2.1140
1362,0.047522,0.9694,0.657050,0.7489,2.1634
1363,0.048845,0.9681,0.632092,0.7525,2.1939
1364,0.051670,0.9668,0.600036,0.7586,2.2845
1365,0.050883,0.9669,0.649382,0.7514,2.1868
1366,0.053045,0.9657,0.703100,0.7424,2.1248
1367,0.054051,0.9649,0.575432,0.7630,2.3092
1368,0.048328,0.9686,0.665573,0.7468,1.8909
1369,0.046417,0.9700,0.677056,0.7438,2.1075
1370,0.046407,0.9700,0.628320,0.7545,2.0680
1371,0.049872,0.9676,0.660020,0.7482,1.8784
1372,0.048702,0.9683,0.611833,0.7562,2.1195
1373,0.051707,0.9665,0.715854,0.7397,1.9326
1374,0.052191,0.9663,0.606095,0.7591,2.2936
1375,0.053402,0.9654,0.617758,0.7566,2.0528
1376,0.054418,0.9648,0.533994,0.7712,2.4524
1377,0.048307,0.9689,0.571597,0.7618,2.2800
1378,0.047584,0.9692,0.648693,0.7474,2.1518
1379,0.060213,0.9612,0.579013,0.7615,1.9236
1380,0.056845,0.9635,0.525230,0.7697,2.2017
1381,0.053547,0.9654,0.592331,0.7593,1.8988
1382,0.054576,0.9643,0.526903,0.7733,2.0837
1383,0.057464,0.9625,0.601344,0.7577,2.2786
1384,0.061265,0.9607,0.706273,0.7373,2.2103
1385,0.060437,0.9610,0.534949,0.7675,2.2792
1386,0.072358,0.9545,0.573413,0.7589,2.1321
1387,0.065558,0.9580,0.615757,0.7524,2.1537
1388,0.058296,0.9622,0.629309,0.7502,1.9968
1389,0.060603,0.9607,0.585867,0.7564,2.1405
1390,0.051739,0.9667,0.613535,0.7505,2.2301
1391,0.049795,0.9679,0.584939,0.7585,1.9705
1392,0.046150,0.9703,0.585146,0.7567,2.1350
1393,0.044730,0.9712,0.573099,0.7653,2.0904
1394,0.047531,0.9691,0.607673,0.7556,2.3838
1395,0.048894,0.9681,0.603675,0.7573,1.9124
1396,0.048419,0.9685,0.625036,0.7542,2.2430
1397,0.046518,0.9698,0.580277,0.7618,2.2045
1398,0.050851,0.9666,0.640025,0.7509,2.1161
1399,0.048328,0.9686,0.599638,0.7572,1.8333
1400,0.049495,0.9679,0.606963,0.7578,2.2228
1401,0.047526,0.9690,0.646242,0.7502,2.0433
1402,0.056138,0.9633,0.610964,0.7553,2.1134
1403,0.066478,0.9574,0.528889,0.7713,2.0083
1404,0.068185,0.9560,0.602964,0.7548,2.1976
1405,0.066254,0.9568,0.579800,0.7617,2.1620
1406,0.075143,0.9518,0.532719,0.7633,2.3321
1407,0.071734,0.9538,0.657577,0.7411,2.3406
1408,0.058235,0.9624,0.544735,0.7604,2.3700
1409,0.049712,0.9681,0.641940,0.7481,1.9334
1410,0.046989,0.9697,0.618479,0.7499,2.3221
1411,0.045171,0.9709,0.590768,0.7570,1.8950
1412,0.042896,0.9726,0.610865,0.7576,2.1811
1413,0.042189,0.9733,0.598459,0.7588,1.8926
1414,0.043800,0.9718,0.592347,0.7617,1.9493
1415,0.041616,0.9734,0.611793,0.7565,1.7703
1416,0.048021,0.9689,0.626712,0.7561,1.9043
1417,0.052187,0.9658,0.614827,0.7522,2.0767
1418,0.050359,0.9674,0.585495,0.7598,2.0165
1419,0.049067,0.9686,0.637539,0.7524,2.1478
1420,0.054171,0.9650,0.691239,0.7413,2.1534
1421,0.051419,0.9668,0.558300,0.7631,2.1095
1422,0.054342,0.9649,0.589626,0.7602,1.9492
1423,0.058780,0.9619,0.752296,0.7268,2.2534
1424,0.063317,0.9592,0.512165,0.7768,2.2076
1425,0.059117,0.9618,0.644807,0.7462,2.1928
1426,0.056587,0.9630,0.578006,0.7595,2.2821
1427,0.066897,0.9569,0.549187,0.7616,2.1511
1428,0.068422,0.9558,0.501988,0.7629,1.9329
1429,0.087621,0.9451,0.633781,0.7457,2.1356
1430,0.102120,0.9375,0.499817,0.7620,2.3054
1431,0.068539,0.9556,0.530541,0.7571,2.0724
1432,0.058681,0.9619,0.554850,0.7569,1.9808
1433,0.056848,0.9634,0.537106,0.7644,1.9827
1434,0.055673,0.9640,0.526543,0.7656,1.7873
1435,0.057838,0.9626,0.580469,0.7553,2.0212
1436,0.054299,0.9647,0.538019,0.7657,2.1628
1437,0.048179,0.9688,0.676617,0.7403,1.8602
1438,0.046444,0.9702,0.535956,0.7670,2.2725
1439,0.046465,0.9701,0.581437,0.7622,2.4536
1440,0.045178,0.9710,0.597151,0.7606,1.9677
1441,0.044773,0.9710,0.602961,0.7571,1.8777
1442,0.044287,0.9714,0.572395,0.7668,1.8729
1443,0.044268,0.9715,0.597563,0.7626,2.0511
1444,0.042644,0.9727,0.631137,0.7537,1.8569
1445,0.042391,0.9729,0.577070,0.7631,2.2227
1446,0.040746,0.9741,0.643675,0.7521,2.2499
1447,0.041846,0.9731,0.596674,0.7607,2.1775
1448,0.044064,0.9714,0.625687,0.7575,2.0493
1449,0.044514,0.9709,0.623796,0.7596,2.0023
1450,0.043450,0.9718,0.667194,0.7492,2.2250
1451,0.044183,0.9713,0.585910,0.7631,1.9931
1452,0.045287,0.9704,0.617718,0.7602,1.9722
1453,0.043460,0.9719,0.632169,0.7575,1.7979
1454,0.044721,0.9710,0.658372,0.7516,1.9520
1455,0.047405,0.9690,0.621255,0.7518,2.2094
1456,0.051052,0.9666,0.623464,0.7533,2.3801
1457,0.055828,0.9638,0.612754,0.7597,2.0331
1458,0.055654,0.9641,0.597067,0.7623,1.8985
1459,0.051912,0.9665,0.598788,0.7623,1.9682
1460,0.055069,0.9644,0.617089,0.7578,2.1607
1461,0.054378,0.9648,0.618513,0.7566,2.0006
1462,0.058121,0.9629,0.790838,0.7278,2.1125
1463,0.078396,0.9510,0.570794,0.7642,1.7258
1464,0.058492,0.9621,0.589976,0.7595,2.2668
1465,0.054783,0.9644,0.620459,0.7525,2.2304
1466,0.050469,0.9671,0.629436,0.7515,2.1805
1467,0.051756,0.9665,0.579743,0.7626,2.0952
1468,0.057460,0.9631,0.562243,0.7651,2.0172
1469,0.056935,0.9635,0.565719,0.7594,1.8986
1470,0.059027,0.9621,0.672652,0.7445,2.0119
1471,0.051108,0.9671,0.587405,0.7596,1.9924
1472,0.045024,0.9713,0.661567,0.7466,1.9246
1473,0.047818,0.9690,0.611056,0.7577,2.1283
1474,0.046305,0.9703,0.677556,0.7483,2.0568
1475,0.046684,0.9698,0.621250,0.7562,1.8360
1476,0.045895,0.9707,0.643126,0.7551,1.9893
1477,0.046405,0.9699,0.620046,0.7562,2.0254
1478,0.044280,0.9714,0.652168,0.7516,1.9319
1479,0.042859,0.9726,0.600064,0.7620,2.0973
1480,0.045687,0.9702,0.629843,0.7586,2.0043
1481,0.045859,0.9702,0.655633,0.7531,2.2993
1482,0.046299,0.9697,0.740553,0.7402,2.0202
1483,0.051539,0.9665,0.564337,0.7664,2.0343
1484,0.052024,0.9663,0.608433,0.7622,2.2646
1485,0.049082,0.9681,0.669177,0.7513,2.0089
1486,0.050295,0.9673,0.633916,0.7576,2.1527
1487,0.046787,0.9697,0.624274,0.7601,1.8848
1488,0.049225,0.9678,0.643752,0.7539,2.0644
1489,0.052230,0.9659,0.691475,0.7484,2.0028
1490,0.052345,0.9660,0.656600,0.7494,2.5284
1491,0.051654,0.9668,0.542580,0.7719,2.0030
1492,0.051828,0.9666,0.591087,0.7616,2.0698
1493,0.048711,0.9687,0.650364,0.7539,1.9692
1494,0.050105,0.9675,0.699025,0.7476,2.2587
1495,0.049144,0.9680,0.660267,0.7514,1.7894
1496,0.049698,0.9679,0.595638,0.7630,2.0848
1497,0.046440,0.9700,0.699768,0.7467,2.3038
1498,0.048938,0.9685,0.630656,0.7542,2.0371
1499,0.047216,0.9693,0.727886,0.7422,2.4216
1500,0.047021,0.9694,0.616614,0.7588,2.0829
1501,0.052985,0.9659,0.611663,0.7582,2.0448
1502,0.058221,0.9626,0.662615,0.7513,2.2403
1503,0.051044,0.9672,0.558379,0.7674,1.8508
1504,0.053139,0.9659,0.666458,0.7497,2.0899
1505,0.059516,0.9620,0.572819,0.7640,2.2789
1506,0.064337,0.9588,0.581910,0.7636,2.2163
1507,0.067196,0.9574,0.704128,0.7391,2.2196
1508,0.088214,0.9452,0.495410,0.7728,2.3292
1509,0.091326,0.9433,0.500862,0.7716,2.1713
1510,0.073722,0.9526,0.588247,0.7526,2.1334
1511,0.058424,0.9625,0.554598,0.7558,1.9353
1512,0.054720,0.9647,0.592160,0.7545,2.1089
1513,0.055476,0.9641,0.647825,0.7468,1.9284
1514,0.054138,0.9648,0.595439,0.7573,2.3293
1515,0.049808,0.9677,0.611954,0.7535,1.7291
1516,0.045813,0.9706,0.609070,0.7579,1.9983
1517,0.045323,0.9706,0.619711,0.7542,1.9923
1518,0.043731,0.9720,0.622957,0.7553,2.2279
1519,0.041936,0.9732,0.603467,0.7579,1.9819
1520,0.043337,0.9720,0.621603,0.7591,2.0200
1521,0.046030,0.9701,0.695782,0.7445,1.8449
1522,0.047386,0.9690,0.659489,0.7467,1.9821
1523,0.048812,0.9683,0.639900,0.7536,1.8258
1524,0.047562,0.9692,0.592830,0.7648,2.0235
1525,0.043729,0.9720,0.639701,0.7559,2.0025
1526,0.041536,0.9736,0.672112,0.7493,1.9251
